"Country or Territory";"Station Name";"WMO Station Number";"National Station Id Number";"Period";"Element-Statistic Qualifier Code";"Statistic Description";"Unit";"Jan";"Jan Footnotes";"Feb";"Feb Footnotes";"Mar";"Mar Footnotes";"Apr";"Apr Footnotes";"May";"May Footnotes";"Jun";"Jun Footnotes";"Jul";"Jul Footnotes";"Aug";"Aug Footnotes";"Sep";"Sep Footnotes";"Oct";"Oct Footnotes";"Nov";"Nov Footnotes";"Dec";"Dec Footnotes";"Annual";"Annual Footnotes";"Annual NCDC Computed Value";"Annual NCDC Computed Value Footnotes"
"UNITED STATES OF AMERICA";"NEW YORK CENTRAL PARK, NY";"72000";"00305801";"1961-1990";"";"Percent of Possible";"*";"54.0";"";"55.0";"";"57.0";"";"57.0";"";"57.0";"";"57.0";"";"59.0";"";"63.0";"";"59.0";"";"61.0";"";"51.0";"";"48.0";"";"57.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"WILMINGTON WSO AP, NC";"72000";"00319457";"1961-1990";"";"Percent of Possible";"*";"58.0";"";"59.0";"";"64.0";"";"71.0";"";"66.0";"";"65.0";"";"64.0";"";"61.0";"";"62.0";"";"65.0";"";"63.0";"";"59.0";"";"63.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"HARRISBURG/CAPITAL CI AP PA";"72000";"00363699";"1961-1990";"";"Percent of Possible";"*";"52.0";"";"56.0";"";"58.0";"";"59.0";"";"60.0";"";"64.0";"";"68.0";"";"67.0";"";"61.0";"";"58.0";"";"47.0";"";"43.0";"";"59.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PITTSBURGH/WSO CITY PA";"72000";"00366997";"1961-1979";"";"Percent of Possible";"*";"29.0";"";"36.0";"";"42.0";"";"46.0";"";"49.0";"";"54.0";"";"54.0";"";"52.0";"";"52.0";"";"47.0";"";"29.0";"";"22.0";"";"44.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"MILFORD/WSMO UT";"72000";"00425654";"1973-1989";"";"Percent of Possible";"*";"58.0";"";"66.0";"";"63.0";"";"70.0";"";"73.0";"";"83.0";"";"78.0";"";"79.0";"";"81.0";"";"77.0";"";"65.0";"";"62.0";"";"72.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PARKERSBURG/WSO WV";"72000";"00466859";"1961-1982";"";"Percent of Possible";"*";"38.0";"";"44.0";"";"49.0";"";"52.0";"";"56.0";"";"58.0";"";"56.0";"";"58.0";"";"57.0";"";"56.0";"";"39.0";"";"32.0";"";"51.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"KEY WEST/INTL, FL";"72201";"00084570";"1961-1990";"";"Percent of Possible";"*";"75.0";"";"77.0";"";"83.0";"";"85.0";"";"82.0";"";"77.0";"";"78.0";"";"76.0";"";"73.0";"";"71.0";"";"70.0";"";"71.0";"";"77.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"MIAMI, FL";"72202";"00085663";"1961-1990";"";"Percent of Possible";"*";"66.0";"";"69.0";"";"75.0";"";"77.0";"";"72.0";"";"70.0";"";"73.0";"";"71.0";"";"71.0";"";"73.0";"";"68.0";"";"66.0";"";"71.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"JACKSONVILLE/WSO AP FL";"72206";"00084358";"1961-1990";"";"Percent of Possible";"*";"59.0";"";"62.0";"";"69.0";"";"74.0";"";"72.0";"";"67.0";"";"65.0";"";"64.0";"";"62.0";"";"61.0";"";"61.0";"";"58.0";"";"65.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SAVANNAH/MUNICIPAL, GA";"72207";"00097847";"1961-1990";"";"Percent of Possible";"*";"55.0";"";"59.0";"";"62.0";"";"71.0";"";"67.0";"";"65.0";"";"62.0";"";"60.0";"";"58.0";"";"65.0";"";"61.0";"";"56.0";"";"62.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CHARLESTON/MUNICIPAL, SC";"72208";"00381544";"1961-1990";"";"Percent of Possible";"*";"56.0";"";"61.0";"";"66.0";"";"71.0";"";"69.0";"";"65.0";"";"66.0";"";"62.0";"";"59.0";"";"64.0";"";"60.0";"";"55.0";"";"63.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"TAMPA/INT'L ARPT FL";"72211";"00088788";"1961-1990";"";"Percent of Possible";"*";"61.0";"";"65.0";"";"72.0";"";"78.0";"";"75.0";"";"67.0";"";"62.0";"";"61.0";"";"60.0";"";"66.0";"";"62.0";"";"60.0";"";"66.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"MACON/LEWIS B WILSON ARPT GA";"72217";"00095443";"1961-1990";"";"Percent of Possible";"*";"56.0";"";"62.0";"";"67.0";"";"73.0";"";"73.0";"";"70.0";"";"67.0";"";"70.0";"";"67.0";"";"72.0";"";"64.0";"";"59.0";"";"67.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ATLANTA/HARTSFIELD INTL AP GA";"72219";"00090451";"1961-1990";"";"Percent of Possible";"*";"52.0";"";"56.0";"";"59.0";"";"67.0";"";"67.0";"";"66.0";"";"63.0";"";"62.0";"";"61.0";"";"68.0";"";"59.0";"";"53.0";"";"62.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"APALACHICOLA/MUNICIPAL, FL";"72220";"00080211";"1961-1990";"";"Percent of Possible";"*";"58.0";"";"60.0";"";"67.0";"";"77.0";"";"78.0";"";"72.0";"";"65.0";"";"64.0";"";"68.0";"";"74.0";"";"66.0";"";"59.0";"";"68.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"MONTGOMERY AL";"72226";"00015550";"1961-1990";"";"Percent of Possible";"*";"48.0";"";"54.0";"";"59.0";"";"64.0";"";"62.0";"";"61.0";"";"60.0";"";"61.0";"";"61.0";"";"65.0";"";"54.0";"";"49.0";"";"59.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"NEW ORLEANS, LA";"72231";"00166660";"1961-1990";"";"Percent of Possible";"*";"47.0";"";"52.0";"";"59.0";"";"65.0";"";"66.0";"";"65.0";"";"60.0";"";"62.0";"";"62.0";"";"68.0";"";"54.0";"";"50.0";"";"60.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"JACKSON/THOMPSON FIELD MS";"72235";"00224472";"1961-1990";"";"Percent of Possible";"*";"48.0";"";"53.0";"";"60.0";"";"65.0";"";"65.0";"";"70.0";"";"65.0";"";"66.0";"";"63.0";"";"67.0";"";"55.0";"";"49.0";"";"61.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PORT ARTHUR, TX";"72241";"00417174";"1961-1987";"";"Percent of Possible";"*";"42.0";"";"54.0";"";"51.0";"";"53.0";"";"62.0";"";"68.0";"";"66.0";"";"63.0";"";"63.0";"";"68.0";"";"58.0";"";"47.0";"";"58.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"GALVESTON, TX";"72242";"00413430";"1961-1990";"";"Percent of Possible";"*";"44.0";"";"52.0";"";"56.0";"";"58.0";"";"63.0";"";"71.0";"";"72.0";"";"69.0";"";"64.0";"";"67.0";"";"55.0";"";"47.0";"";"61.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"HOUSTON/INTERCONTINENTAL, TX";"72243";"00414300";"1961-1990";"";"Percent of Possible";"*";"44.0";"";"50.0";"";"52.0";"";"54.0";"";"59.0";"";"67.0";"";"68.0";"";"66.0";"";"64.0";"";"64.0";"";"53.0";"";"47.0";"";"58.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SHREVEPORT/WSO AP LA";"72248";"00168440";"1961-1990";"";"Percent of Possible";"*";"50.0";"";"56.0";"";"57.0";"";"59.0";"";"62.0";"";"70.0";"";"73.0";"";"73.0";"";"67.0";"";"67.0";"";"56.0";"";"51.0";"";"63.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"BROWNSVILLE/INTL, TX";"72250";"00411136";"1961-1990";"";"Percent of Possible";"*";"39.0";"";"48.0";"";"56.0";"";"61.0";"";"64.0";"";"74.0";"";"79.0";"";"76.0";"";"68.0";"";"64.0";"";"51.0";"";"40.0";"";"61.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CORPUS CHRISTI/INTL, TX";"72251";"00412015";"1961-1990";"";"Percent of Possible";"*";"43.0";"";"50.0";"";"53.0";"";"54.0";"";"56.0";"";"70.0";"";"77.0";"";"74.0";"";"66.0";"";"65.0";"";"53.0";"";"42.0";"";"59.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SAN ANTONIO/INTL, TX";"72253";"00417945";"1961-1990";"";"Percent of Possible";"*";"49.0";"";"54.0";"";"58.0";"";"54.0";"";"52.0";"";"66.0";"";"72.0";"";"72.0";"";"63.0";"";"61.0";"";"54.0";"";"47.0";"";"59.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"AUSTIN/MUNICIPAL AP TX";"72254";"00410428";"1961-1990";"";"Percent of Possible";"*";"51.0";"";"54.0";"";"55.0";"";"53.0";"";"54.0";"";"68.0";"";"74.0";"";"73.0";"";"63.0";"";"61.0";"";"53.0";"";"48.0";"";"60.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"FORT WORTH/GREATER SW INT'L A,TX";"72259";"00412242";"1961-1990";"";"Percent of Possible";"*";"58.0";"";"58.0";"";"61.0";"";"61.0";"";"60.0";"";"69.0";"";"76.0";"";"74.0";"";"66.0";"";"65.0";"";"59.0";"";"56.0";"";"64.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ABILENE/MUNICIPAL ARPT TX";"72266";"00410016";"1961-1990";"";"Percent of Possible";"*";"64.0";"";"65.0";"";"71.0";"";"73.0";"";"72.0";"";"77.0";"";"80.0";"";"77.0";"";"69.0";"";"70.0";"";"63.0";"";"61.0";"";"71.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"LUBBOCK/REGIONAL ARPT TX";"72267";"00415411";"1973-1990";"";"Percent of Possible";"*";"66.0";"";"66.0";"";"72.0";"";"73.0";"";"72.0";"";"76.0";"";"77.0";"";"77.0";"";"71.0";"";"73.0";"";"69.0";"";"65.0";"";"72.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ROSWELL/INDUSTRIAL AIR PARK NM";"72268";"00297610";"1962-1982";"";"Percent of Possible";"*";"68.0";"";"72.0";"";"76.0";"";"79.0";"";"80.0";"";"80.0";"";"75.0";"";"73.0";"";"71.0";"";"77.0";"";"68.0";"";"68.0";"";"74.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"EL PASO/INT'L ARPT TX";"72270";"00412797";"1961-1990";"";"Percent of Possible";"*";"80.0";"";"85.0";"";"88.0";"";"89.0";"";"90.0";"";"90.0";"";"83.0";"";"81.0";"";"82.0";"";"85.0";"";"82.0";"";"79.0";"";"85.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"TUCSON/INT'L ARPT AZ";"72274";"00028820";"1961-1990";"";"Percent of Possible";"*";"81.0";"";"84.0";"";"86.0";"";"92.0";"";"94.0";"";"93.0";"";"79.0";"";"81.0";"";"85.0";"";"87.0";"";"84.0";"";"79.0";"";"86.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PHOENIX/SKY HARBOR INTL, AZ";"72278";"00026481";"1961-1990";"";"Percent of Possible";"*";"81.0";"";"84.0";"";"86.0";"";"90.0";"";"93.0";"";"95.0";"";"86.0";"";"87.0";"";"89.0";"";"88.0";"";"82.0";"";"79.0";"";"87.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"YUMA/INT'L ARPT AZ";"72280";"00029660";"1961-1990";"";"Percent of Possible";"*";"84.0";"";"88.0";"";"90.0";"";"94.0";"";"95.0";"";"97.0";"";"90.0";"";"91.0";"";"92.0";"";"91.0";"";"86.0";"";"81.0";"";"90.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SAN DIEGO/LINDBERGH FIELD CA";"72290";"00047740";"1961-1990";"";"Percent of Possible";"*";"75.0";"";"74.0";"";"70.0";"";"71.0";"";"58.0";"";"57.0";"";"70.0";"";"71.0";"";"68.0";"";"69.0";"";"73.0";"";"74.0";"";"69.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CAPE HATTERAS, NC";"72304";"00311458";"1961-1990";"";"Percent of Possible";"*";"49.0";"";"53.0";"";"61.0";"";"66.0";"";"64.0";"";"63.0";"";"64.0";"";"64.0";"";"63.0";"";"59.0";"";"55.0";"";"47.0";"";"60.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"RALEIGH/RALEIGH-DURHAM, NC";"72306";"00317069";"1961-1990";"";"Percent of Possible";"*";"53.0";"";"57.0";"";"62.0";"";"64.0";"";"59.0";"";"61.0";"";"58.0";"";"57.0";"";"58.0";"";"62.0";"";"56.0";"";"52.0";"";"59.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"NORFOLK/INTL, VA";"72308";"00446139";"1961-1990";"";"Percent of Possible";"*";"56.0";"";"58.0";"";"62.0";"";"64.0";"";"62.0";"";"64.0";"";"62.0";"";"62.0";"";"62.0";"";"60.0";"";"57.0";"";"53.0";"";"61.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"COLUMBIA/METRO ARPT SC";"72310";"00381939";"1961-1990";"";"Percent of Possible";"*";"55.0";"";"59.0";"";"64.0";"";"69.0";"";"68.0";"";"65.0";"";"65.0";"";"63.0";"";"64.0";"";"67.0";"";"62.0";"";"57.0";"";"64.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"GREENVILLE/G-SPARTANBURG, SC";"72312";"00383747";"1961-1990";"";"Percent of Possible";"*";"56.0";"";"60.0";"";"64.0";"";"68.0";"";"62.0";"";"62.0";"";"61.0";"";"61.0";"";"62.0";"";"67.0";"";"59.0";"";"55.0";"";"62.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CHARLOTTE/DOUGLAS INT'L ARPT NC";"72314";"00311690";"1961-1990";"";"Percent of Possible";"*";"55.0";"";"59.0";"";"63.0";"";"69.0";"";"67.0";"";"66.0";"";"66.0";"";"65.0";"";"65.0";"";"66.0";"";"58.0";"";"55.0";"";"63.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ASHEVILLE/REGIONAL, NC";"72315";"00310300";"1961-1990";"";"Percent of Possible";"*";"56.0";"";"59.0";"";"60.0";"";"64.0";"";"61.0";"";"61.0";"";"58.0";"";"55.0";"";"56.0";"";"63.0";"";"58.0";"";"55.0";"";"59.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"GREENSBORO/G.-HIGH PT., NC";"72317";"00313630";"1961-1990";"";"Percent of Possible";"*";"55.0";"";"57.0";"";"62.0";"";"63.0";"";"60.0";"";"62.0";"";"61.0";"";"59.0";"";"60.0";"";"63.0";"";"57.0";"";"54.0";"";"60.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CHATTANOOGA/LOVELL FIELD, TN";"72324";"00401656";"1961-1990";"";"Percent of Possible";"*";"47.0";"";"51.0";"";"54.0";"";"61.0";"";"64.0";"";"63.0";"";"60.0";"";"62.0";"";"61.0";"";"63.0";"";"51.0";"";"46.0";"";"58.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"KNOXVILLE/MUNICIPAL, TN";"72326";"00404950";"1961-1990";"";"Percent of Possible";"*";"44.0";"";"48.0";"";"56.0";"";"65.0";"";"66.0";"";"67.0";"";"65.0";"";"67.0";"";"62.0";"";"62.0";"";"49.0";"";"40.0";"";"59.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"NASHVILLE/METRO ARPT TN";"72327";"00406402";"1961-1990";"";"Percent of Possible";"*";"45.0";"";"48.0";"";"52.0";"";"59.0";"";"60.0";"";"64.0";"";"63.0";"";"63.0";"";"61.0";"";"62.0";"";"48.0";"";"43.0";"";"56.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"MEMPHIS/WSCMO AP TN";"72334";"00405954";"1961-1987";"";"Percent of Possible";"*";"53.0";"";"57.0";"";"58.0";"";"65.0";"";"69.0";"";"74.0";"";"74.0";"";"74.0";"";"68.0";"";"70.0";"";"56.0";"";"50.0";"";"65.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"NORTH LITTLE ROCK/ARPT AR";"72340";"00035320";"1961-1990";"";"Percent of Possible";"*";"58.0";"";"62.0";"";"66.0";"";"71.0";"";"75.0";"";"80.0";"";"80.0";"";"78.0";"";"73.0";"";"72.0";"";"57.0";"";"54.0";"";"70.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"FORT SMITH/MUNICIPAL, AR";"72344";"00032574";"1961-1990";"";"Percent of Possible";"*";"55.0";"";"56.0";"";"58.0";"";"60.0";"";"63.0";"";"70.0";"";"74.0";"";"71.0";"";"63.0";"";"63.0";"";"52.0";"";"51.0";"";"62.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"OKLAHOMA CITY/WSFO AP OK";"72353";"00346661";"1961-1990";"";"Percent of Possible";"*";"64.0";"";"62.0";"";"66.0";"";"69.0";"";"68.0";"";"75.0";"";"80.0";"";"79.0";"";"71.0";"";"70.0";"";"60.0";"";"60.0";"";"69.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"TULSA/WSO AP OK";"72356";"00348992";"1961-1990";"";"Percent of Possible";"*";"57.0";"";"56.0";"";"59.0";"";"62.0";"";"61.0";"";"67.0";"";"75.0";"";"73.0";"";"63.0";"";"63.0";"";"52.0";"";"53.0";"";"63.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"AMARILLO/INTL, TX";"72363";"00410211";"1961-1990";"";"Percent of Possible";"*";"71.0";"";"70.0";"";"72.0";"";"77.0";"";"75.0";"";"79.0";"";"80.0";"";"78.0";"";"71.0";"";"76.0";"";"68.0";"";"66.0";"";"74.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ALBUQUERQUE/INT'L ARPT NM";"72365";"00290234";"1961-1990";"";"Percent of Possible";"*";"75.0";"";"74.0";"";"73.0";"";"78.0";"";"80.0";"";"83.0";"";"76.0";"";"75.0";"";"77.0";"";"80.0";"";"75.0";"";"73.0";"";"77.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"LAS VEGAS/MCCARRAN, NV";"72386";"00264436";"1961-1990";"";"Percent of Possible";"*";"79.0";"";"81.0";"";"85.0";"";"88.0";"";"89.0";"";"92.0";"";"88.0";"";"88.0";"";"91.0";"";"87.0";"";"80.0";"";"78.0";"";"86.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"FRESNO/AIR TERMINAL CA";"72389";"00043257";"1961-1990";"";"Percent of Possible";"*";"46.0";"";"65.0";"";"77.0";"";"85.0";"";"91.0";"";"94.0";"";"96.0";"";"95.0";"";"93.0";"";"87.0";"";"62.0";"";"42.0";"";"80.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"RICHMOND/BYRD, VA";"72401";"00447201";"1961-1990";"";"Percent of Possible";"*";"56.0";"";"59.0";"";"63.0";"";"66.0";"";"65.0";"";"69.0";"";"67.0";"";"66.0";"";"64.0";"";"64.0";"";"60.0";"";"55.0";"";"64.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"WASHINGTON DC/NATIONAL ARPT VA";"72405";"00448906";"1961-1990";"";"Percent of Possible";"*";"48.0";"";"50.0";"";"55.0";"";"57.0";"";"59.0";"";"64.0";"";"62.0";"";"62.0";"";"60.0";"";"59.0";"";"50.0";"";"45.0";"";"57.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"BALTIMORE/BALTO-WASH, MD";"72406";"00180465";"1961-1990";"";"Percent of Possible";"*";"51.0";"";"54.0";"";"58.0";"";"58.0";"";"57.0";"";"62.0";"";"64.0";"";"62.0";"";"59.0";"";"59.0";"";"52.0";"";"49.0";"";"58.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ATLANTIC CITY, NJ";"72407";"00280311";"1961-1990";"";"Percent of Possible";"*";"50.0";"";"53.0";"";"55.0";"";"55.0";"";"55.0";"";"60.0";"";"61.0";"";"64.0";"";"61.0";"";"58.0";"";"49.0";"";"46.0";"";"56.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PHILADELPHIA/INT'L ARPT PA";"72408";"00366889";"1961-1990";"";"Percent of Possible";"*";"52.0";"";"52.0";"";"55.0";"";"55.0";"";"55.0";"";"61.0";"";"61.0";"";"61.0";"";"59.0";"";"59.0";"";"52.0";"";"47.0";"";"56.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"LYNCHBURG WSO AP, VA";"72410";"00445120";"1961-1990";"";"Percent of Possible";"*";"54.0";"";"56.0";"";"60.0";"";"62.0";"";"62.0";"";"65.0";"";"61.0";"";"61.0";"";"61.0";"";"62.0";"";"55.0";"";"52.0";"";"60.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CINCINNATI/GREATER CINCINNATI,KY";"72421";"00151855";"1961-1990";"";"Percent of Possible";"*";"40.0";"";"43.0";"";"46.0";"";"53.0";"";"56.0";"";"62.0";"";"61.0";"";"62.0";"";"63.0";"";"55.0";"";"39.0";"";"34.0";"";"52.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"LOUISVILLE/STANDIFORD FIELD KY";"72423";"00154954";"1961-1990";"";"Percent of Possible";"*";"46.0";"";"49.0";"";"51.0";"";"56.0";"";"60.0";"";"65.0";"";"65.0";"";"65.0";"";"63.0";"";"60.0";"";"45.0";"";"40.0";"";"56.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"COLUMBUS WSO AP, OH";"72428";"00331786";"1961-1990";"";"Percent of Possible";"*";"37.0";"";"42.0";"";"44.0";"";"51.0";"";"55.0";"";"57.0";"";"57.0";"";"56.0";"";"57.0";"";"53.0";"";"35.0";"";"29.0";"";"49.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"DAYTON/INT'L AP, OH";"72429";"00332075";"1961-1990";"";"Percent of Possible";"*";"45.0";"";"46.0";"";"48.0";"";"54.0";"";"59.0";"";"65.0";"";"65.0";"";"65.0";"";"64.0";"";"56.0";"";"39.0";"";"34.0";"";"55.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"EVANSVILLE/REGIONAL, IN";"72432";"00122738";"1961-1990";"";"Percent of Possible";"*";"47.0";"";"49.0";"";"54.0";"";"59.0";"";"64.0";"";"72.0";"";"71.0";"";"72.0";"";"67.0";"";"64.0";"";"48.0";"";"43.0";"";"61.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ST. LOUIS/LAMBERT, MO";"72434";"00237455";"1961-1990";"";"Percent of Possible";"*";"53.0";"";"53.0";"";"53.0";"";"56.0";"";"60.0";"";"66.0";"";"68.0";"";"64.0";"";"63.0";"";"60.0";"";"47.0";"";"44.0";"";"58.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"INDIANAPOLIS/INT'L ARPT IN";"72438";"00124259";"1961-1990";"";"Percent of Possible";"*";"44.0";"";"49.0";"";"48.0";"";"54.0";"";"59.0";"";"64.0";"";"65.0";"";"64.0";"";"62.0";"";"57.0";"";"39.0";"";"35.0";"";"55.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SPRINGFIELD/CAPITAL ARPT IL";"72439";"00118179";"1961-1990";"";"Percent of Possible";"*";"53.0";"";"53.0";"";"50.0";"";"57.0";"";"63.0";"";"69.0";"";"70.0";"";"68.0";"";"66.0";"";"62.0";"";"47.0";"";"44.0";"";"60.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SPRINGFIELD/REGIONAL AP MO";"72440";"00237976";"1961-1990";"";"Percent of Possible";"*";"54.0";"";"52.0";"";"56.0";"";"60.0";"";"61.0";"";"64.0";"";"72.0";"";"70.0";"";"64.0";"";"62.0";"";"51.0";"";"49.0";"";"60.0";"";"-9999.9";"1"
