"Country or Territory";"Station Name";"WMO Station Number";"National Station Id Number";"Period";"Element-Statistic Qualifier Code";"Statistic Description";"Unit";"Jan";"Jan Footnotes";"Feb";"Feb Footnotes";"Mar";"Mar Footnotes";"Apr";"Apr Footnotes";"May";"May Footnotes";"Jun";"Jun Footnotes";"Jul";"Jul Footnotes";"Aug";"Aug Footnotes";"Sep";"Sep Footnotes";"Oct";"Oct Footnotes";"Nov";"Nov Footnotes";"Dec";"Dec Footnotes";"Annual";"Annual Footnotes";"Annual NCDC Computed Value";"Annual NCDC Computed Value Footnotes"
"UNITED STATES OF AMERICA";"VALDEZ, AK";"70275";"00509686";"1967-1989";"";"Mean of 3-Hourly Observations";"m/sec";"3.1";"";"3.4";"";"2.5";"";"2.1";"";"2.2";"";"2.3";"";"2.0";"";"1.6";"";"1.8";"";"2.4";"";"2.9";"";"2.9";"";"2.4";"";"2.4";""
"UNITED STATES OF AMERICA";"ST PAUL ISLAND/ARPT AK";"70308";"00508118";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"9.0";"";"9.2";"";"8.5";"";"8.1";"";"6.9";"";"6.2";"";"5.5";"";"6.2";"";"6.9";"";"8.1";"";"8.6";"";"9.0";"";"7.7";"";"7.7";""
"UNITED STATES OF AMERICA";"COLD BAY, AK";"70316";"00502102";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"8.4";"";"8.3";"";"8.0";"";"8.3";"";"7.6";"";"7.5";"";"7.3";"";"7.6";"";"7.7";"";"8.0";"";"8.1";"";"8.2";"";"7.9";"";"7.9";""
"UNITED STATES OF AMERICA";"KING SALMON, AK";"70326";"00504766";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.0";"";"5.4";"";"5.4";"";"5.4";"";"5.4";"";"5.3";"";"4.8";"";"4.9";"";"5.0";"";"5.0";"";"4.9";"";"4.9";"";"5.1";"";"5.1";""
"UNITED STATES OF AMERICA";"HOMER/ARPT AK";"70341";"00503665";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.6";"";"3.6";"";"3.7";"";"3.8";"";"3.9";"";"3.7";"";"3.3";"";"3.2";"";"3.3";"";"3.6";"";"3.7";"";"3.7";"";"3.6";"";"3.6";""
"UNITED STATES OF AMERICA";"KODIAK/U S C G BASE AK";"70350";"00504988";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.6";"";"5.5";"";"5.3";"";"5.0";"";"4.6";"";"4.1";"";"3.4";"";"3.6";"";"4.2";"";"4.8";"";"5.4";"";"5.5";"";"4.7";"";"4.8";""
"UNITED STATES OF AMERICA";"YAKUTAT/STATE ARPT AK";"70361";"00509941";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.3";"";"3.3";"";"3.2";"";"3.2";"";"3.4";"";"3.2";"";"3.1";"";"2.9";"";"3.2";"";"3.7";"";"3.3";"";"3.3";"";"3.3";"";"3.3";""
"UNITED STATES OF AMERICA";"JUNEAU, AK";"70381";"00504100";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.7";"";"3.8";"";"3.7";"";"3.9";"";"3.8";"";"3.4";"";"3.3";"";"3.3";"";"3.7";"";"4.3";"";"3.8";"";"4.0";"";"3.7";"";"3.7";""
"UNITED STATES OF AMERICA";"ANNETTE/WSO AIRPORT AK";"70398";"00500352";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.2";"";"5.4";"";"4.7";"";"4.8";"";"4.2";"";"3.9";"";"3.6";"";"3.6";"";"4.1";"";"5.1";"";"5.3";"";"5.4";"";"4.6";"";"4.6";""
"UNITED STATES OF AMERICA";"FLAGSTAFF/PULLIAM AP, AZ";"72000";"00023010";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.2";"";"3.2";"";"3.6";"";"3.8";"";"3.7";"";"3.3";"";"2.7";"";"2.4";"";"2.8";"";"2.9";"";"3.1";"";"3.1";"";"3.1";"";"3.1";""
"UNITED STATES OF AMERICA";"LITTLE ROCK/ADAMS FIELD AR";"72000";"00034248";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.0";"";"4.2";"";"4.5";"";"4.2";"";"3.6";"";"3.3";"";"3.1";"";"2.9";"";"3.0";"";"3.2";"";"3.8";"";"3.9";"";"3.6";"";"3.6";""
"UNITED STATES OF AMERICA";"WILMINGTON/GREATER WILMINGTON, DE";"72000";"00079595";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.8";"";"5.1";"";"5.4";"";"5.1";"";"4.5";"";"4.1";"";"3.8";"";"3.7";"";"3.8";"";"4.0";"";"4.6";"";"4.6";"";"4.5";"";"4.5";""
"UNITED STATES OF AMERICA";"DAYTONA BEACH WSO, FL";"72000";"00082158";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.0";"";"4.3";"";"4.4";"";"4.3";"";"4.0";"";"3.7";"";"3.3";"";"3.1";"";"3.7";"";"4.2";"";"3.9";"";"3.8";"";"3.9";"";"3.9";""
"UNITED STATES OF AMERICA";"FORT MYERS WSO AP, FL";"72000";"00083186";"1965-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.0";"";"4.3";"";"4.5";"";"4.3";"";"4.1";"";"3.5";"";"3.1";"";"3.2";"";"3.5";"";"4.0";"";"4.0";"";"3.8";"";"3.8";"";"3.9";""
"UNITED STATES OF AMERICA";"COLUMBUS, GA";"72000";"00092166";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.2";"";"3.4";"";"3.4";"";"3.1";"";"2.9";"";"2.7";"";"2.6";"";"2.5";"";"2.8";"";"2.9";"";"2.9";"";"3.1";"";"3.0";"";"3.0";""
"UNITED STATES OF AMERICA";"SAN CLEMENTE/ISLAND NAAS CA";"72000";"00093117";"1963-1989";"";"Mean of 3-Hourly Observations";"m/sec";"3.1";"";"3.4";"";"4.0";"";"4.1";"";"3.8";"";"3.6";"";"3.2";"";"3.1";"";"3.1";"";"2.9";"";"3.2";"";"3.1";"";"3.4";"";"3.4";""
"UNITED STATES OF AMERICA";"JACKSON/WSO KY";"72000";"00154202";"1981-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.7";"";"3.6";"";"3.7";"";"3.8";"";"3.1";"";"2.7";"";"2.4";"";"2.5";"";"2.7";"";"3.0";"";"3.6";"";"3.7";"";"3.2";"";"3.2";""
"UNITED STATES OF AMERICA";"BATON ROUGE/WSO AP LA";"72000";"00160549";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.1";"";"4.3";"";"4.4";"";"4.1";"";"3.6";"";"3.1";"";"2.8";"";"2.6";"";"3.1";"";"3.1";"";"3.6";"";"3.9";"";"3.6";"";"3.6";""
"UNITED STATES OF AMERICA";"WORCESTER/WSO AP MA";"72000";"00199923";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.1";"";"5.1";"";"5.1";"";"4.9";"";"4.3";"";"4.0";"";"3.7";"";"3.7";"";"3.8";"";"4.1";"";"4.5";"";"4.9";"";"4.4";"";"4.4";""
"UNITED STATES OF AMERICA";"ELKO/MUNICIPAL ARPT NV";"72000";"00262573";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"2.5";"";"2.8";"";"3.1";"";"3.4";"";"3.2";"";"3.1";"";"2.9";"";"2.8";"";"2.6";"";"2.4";"";"2.5";"";"2.4";"";"2.8";"";"2.8";""
"UNITED STATES OF AMERICA";"ISLIP/LONG ISL MACARTHUR AP NY";"72000";"00304130";"1974-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.0";"";"5.0";"";"5.5";"";"5.3";"";"4.7";"";"4.5";"";"4.1";"";"3.9";"";"4.0";"";"4.4";"";"5.0";"";"4.9";"";"4.7";"";"4.7";""
"UNITED STATES OF AMERICA";"NEW YORK CENTRAL PARK, NY";"72000";"00305801";"1965-1984";"";"Mean of 3-Hourly Observations";"m/sec";"4.3";"";"4.3";"";"4.3";"";"4.0";"";"3.4";"";"3.2";"";"3.1";"";"3.1";"";"3.3";"";"3.6";"";"3.9";"";"4.3";"";"3.7";"";"3.7";""
"UNITED STATES OF AMERICA";"WILMINGTON WSO AP, NC";"72000";"00319457";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.0";"";"4.3";"";"4.4";"";"4.5";"";"4.0";"";"3.8";"";"3.4";"";"3.1";"";"3.3";"";"3.6";"";"3.6";"";"3.8";"";"3.8";"";"3.8";""
"UNITED STATES OF AMERICA";"MANSFIELD WSO AP, OH";"72000";"00334865";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"6.2";"";"6.0";"";"6.0";"";"5.9";"";"5.0";"";"4.8";"";"4.1";"";"4.1";"";"4.4";"";"5.1";"";"5.8";"";"6.1";"";"5.3";"";"5.3";""
"UNITED STATES OF AMERICA";"HARRISBURG/CAPITAL CI AP PA";"72000";"00363699";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.0";"";"4.1";"";"4.4";"";"4.4";"";"3.6";"";"3.2";"";"3.0";"";"2.8";"";"2.9";"";"3.2";"";"3.7";"";"3.9";"";"3.6";"";"3.6";""
"UNITED STATES OF AMERICA";"BRISTOL/TRI CITY, TN";"72000";"00401094";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.0";"";"3.2";"";"3.4";"";"3.3";"";"2.5";"";"2.3";"";"2.1";"";"1.9";"";"2.0";"";"2.3";"";"2.7";"";"2.9";"";"2.6";"";"2.6";""
"UNITED STATES OF AMERICA";"KEY WEST/INTL, FL";"72201";"00084570";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.2";"";"5.4";"";"5.5";"";"5.4";"";"4.8";"";"4.3";"";"4.2";"";"4.2";"";"4.3";"";"4.9";"";"5.3";"";"5.3";"";"4.9";"";"4.9";""
"UNITED STATES OF AMERICA";"MIAMI, FL";"72202";"00085663";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.5";"";"4.9";"";"5.1";"";"5.0";"";"4.6";"";"4.0";"";"3.8";"";"3.9";"";"3.9";"";"4.5";"";"4.7";"";"4.5";"";"4.5";"";"4.5";""
"UNITED STATES OF AMERICA";"WEST PALM BEACH/INTL, FL";"72203";"00089525";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.7";"";"5.0";"";"5.3";"";"5.1";"";"4.8";"";"4.1";"";"3.7";"";"3.8";"";"4.0";"";"4.9";"";"5.0";"";"4.8";"";"4.6";"";"4.6";""
"UNITED STATES OF AMERICA";"ORLANDO/JETPORT, FL";"72205";"00086628";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.8";"";"4.0";"";"4.0";"";"3.8";"";"3.6";"";"3.1";"";"2.8";"";"2.7";"";"2.9";"";"3.4";"";"3.4";"";"3.5";"";"3.4";"";"3.4";""
"UNITED STATES OF AMERICA";"JACKSONVILLE/WSO AP FL";"72206";"00084358";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.9";"";"4.2";"";"4.2";"";"4.0";"";"3.6";"";"3.6";"";"3.2";"";"3.1";"";"3.3";"";"3.7";"";"3.6";"";"3.7";"";"3.7";"";"3.7";""
"UNITED STATES OF AMERICA";"SAVANNAH/MUNICIPAL, GA";"72207";"00097847";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.9";"";"4.2";"";"4.3";"";"4.0";"";"3.6";"";"3.4";"";"3.2";"";"3.0";"";"3.2";"";"3.4";"";"3.4";"";"3.6";"";"3.6";"";"3.6";""
"UNITED STATES OF AMERICA";"CHARLESTON/MUNICIPAL, SC";"72208";"00381544";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.3";"";"4.7";"";"4.7";"";"4.6";"";"4.1";"";"4.0";"";"3.8";"";"3.6";"";"3.7";"";"3.9";"";"3.9";"";"4.1";"";"4.1";"";"4.1";""
"UNITED STATES OF AMERICA";"TAMPA/INT'L ARPT FL";"72211";"00088788";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.0";"";"4.3";"";"4.3";"";"4.2";"";"4.1";"";"3.7";"";"3.3";"";"3.2";"";"3.5";"";"3.9";"";"3.9";"";"3.9";"";"3.9";"";"3.9";""
"UNITED STATES OF AMERICA";"TALLAHASSEE/MUNICIPAL, FL";"72214";"00088758";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.1";"";"3.3";"";"3.4";"";"3.2";"";"2.9";"";"2.7";"";"2.4";"";"2.3";"";"2.7";"";"2.9";"";"2.8";"";"2.9";"";"2.9";"";"2.9";""
"UNITED STATES OF AMERICA";"MACON/LEWIS B WILSON ARPT GA";"72217";"00095443";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.6";"";"4.0";"";"4.0";"";"3.8";"";"3.4";"";"3.2";"";"3.1";"";"2.8";"";"3.0";"";"3.1";"";"3.2";"";"3.4";"";"3.4";"";"3.4";""
"UNITED STATES OF AMERICA";"AUGUSTA/BUSH FIELD, GA";"72218";"00090495";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.4";"";"3.7";"";"3.8";"";"3.7";"";"3.2";"";"3.0";"";"2.9";"";"2.6";"";"2.7";"";"2.8";"";"3.0";"";"3.2";"";"3.2";"";"3.2";""
"UNITED STATES OF AMERICA";"ATLANTA/HARTSFIELD INTL AP GA";"72219";"00090451";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.7";"";"4.9";"";"4.8";"";"4.5";"";"4.0";"";"3.7";"";"3.6";"";"3.4";"";"3.7";"";"4.0";"";"4.2";"";"4.5";"";"4.2";"";"4.2";""
"UNITED STATES OF AMERICA";"PENSACOLA FAA AP, FL";"72222";"00086997";"1965-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.3";"";"4.4";"";"4.6";"";"4.5";"";"4.1";"";"3.6";"";"3.3";"";"3.1";"";"3.7";"";"3.8";"";"4.0";"";"4.3";"";"4.0";"";"4.0";""
"UNITED STATES OF AMERICA";"MOBILE/WSO AIRPORT AL";"72223";"00015478";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.6";"";"4.8";"";"4.8";"";"4.6";"";"4.0";"";"3.4";"";"3.1";"";"3.0";"";"3.4";"";"3.7";"";"4.1";"";"4.5";"";"4.0";"";"4.0";""
"UNITED STATES OF AMERICA";"MONTGOMERY AL";"72226";"00015550";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.7";"";"3.9";"";"3.9";"";"3.4";"";"2.9";"";"2.7";"";"2.7";"";"2.5";"";"2.7";"";"2.7";"";"3.1";"";"3.4";"";"3.1";"";"3.1";""
"UNITED STATES OF AMERICA";"BIRMINGHAM/MUNICIPAL ARPT AL";"72228";"00010831";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.6";"";"3.9";"";"4.0";"";"3.7";"";"3.0";"";"2.7";"";"2.6";"";"2.5";"";"2.8";"";"2.8";"";"3.2";"";"3.6";"";"3.2";"";"3.2";""
"UNITED STATES OF AMERICA";"NEW ORLEANS, LA";"72231";"00166660";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.3";"";"4.6";"";"4.6";"";"4.4";"";"3.9";"";"3.2";"";"2.8";"";"2.8";"";"3.3";"";"3.4";"";"4.0";"";"4.2";"";"3.8";"";"3.8";""
"UNITED STATES OF AMERICA";"MERIDIAN/KEY FEILD, MS";"72234";"00225776";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.4";"";"3.6";"";"3.8";"";"3.4";"";"2.8";"";"2.4";"";"2.3";"";"2.2";"";"2.5";"";"2.5";"";"2.9";"";"3.3";"";"2.9";"";"2.9";""
"UNITED STATES OF AMERICA";"JACKSON/THOMPSON FIELD MS";"72235";"00224472";"1963-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.0";"";"4.1";"";"4.3";"";"3.9";"";"3.4";"";"3.0";"";"2.8";"";"2.7";"";"3.0";"";"3.0";"";"3.6";"";"4.0";"";"3.5";"";"3.5";""
"UNITED STATES OF AMERICA";"LAKE CHARLES/WSO AP LA";"72240";"00165078";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.7";"";"4.8";"";"4.9";"";"4.7";"";"4.2";"";"3.6";"";"3.0";"";"2.9";"";"3.3";"";"3.6";"";"4.2";"";"4.5";"";"4.0";"";"4.0";""
"UNITED STATES OF AMERICA";"PORT ARTHUR, TX";"72241";"00417174";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.9";"";"5.1";"";"5.4";"";"5.4";"";"4.7";"";"4.0";"";"3.4";"";"3.3";"";"3.8";"";"3.9";"";"4.6";"";"4.8";"";"4.4";"";"4.4";""
"UNITED STATES OF AMERICA";"HOUSTON/INTERCONTINENTAL, TX";"72243";"00414300";"1969-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.0";"";"4.3";"";"4.5";"";"4.4";"";"4.0";"";"3.8";"";"3.3";"";"3.0";"";"3.3";"";"3.4";"";"3.8";"";"3.9";"";"3.8";"";"3.8";""
"UNITED STATES OF AMERICA";"SHREVEPORT/WSO AP LA";"72248";"00168440";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.1";"";"4.4";"";"4.6";"";"4.4";"";"3.8";"";"3.3";"";"3.1";"";"3.0";"";"3.2";"";"3.3";"";"3.8";"";"4.0";"";"3.8";"";"3.7";""
"UNITED STATES OF AMERICA";"BROWNSVILLE/INTL, TX";"72250";"00411136";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.1";"";"5.6";"";"6.2";"";"6.3";"";"5.9";"";"5.4";"";"5.2";"";"4.7";"";"4.4";"";"4.4";"";"4.9";"";"5.0";"";"5.3";"";"5.3";""
"UNITED STATES OF AMERICA";"CORPUS CHRISTI/INTL, TX";"72251";"00412015";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.7";"";"6.2";"";"6.7";"";"6.8";"";"6.0";"";"5.4";"";"5.3";"";"5.1";"";"5.0";"";"5.0";"";"5.6";"";"5.6";"";"5.7";"";"5.7";""
"UNITED STATES OF AMERICA";"SAN ANTONIO/INTL, TX";"72253";"00417945";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.2";"";"4.5";"";"4.9";"";"4.8";"";"4.6";"";"4.6";"";"4.4";"";"4.1";"";"4.1";"";"4.0";"";"4.1";"";"4.0";"";"4.4";"";"4.4";""
"UNITED STATES OF AMERICA";"AUSTIN/MUNICIPAL AP TX";"72254";"00410428";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.5";"";"4.8";"";"5.1";"";"4.8";"";"4.4";"";"4.1";"";"3.8";"";"3.6";"";"3.7";"";"3.8";"";"4.2";"";"4.3";"";"4.3";"";"4.3";""
"UNITED STATES OF AMERICA";"VICTORIA/REGIONAL AP TX";"72255";"00419364";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.0";"";"5.3";"";"5.7";"";"5.6";"";"5.2";"";"4.6";"";"4.3";"";"4.1";"";"4.2";"";"4.3";"";"4.7";"";"4.8";"";"4.8";"";"4.8";""
"UNITED STATES OF AMERICA";"WACO/MADISON-COOPER ARPT TX";"72256";"00419419";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.2";"";"5.5";"";"6.1";"";"5.9";"";"5.4";"";"5.1";"";"4.8";"";"4.5";"";"4.5";"";"4.7";"";"5.0";"";"5.0";"";"5.1";"";"5.1";""
"UNITED STATES OF AMERICA";"FORT WORTH/GREATER SW INT'L A,TX";"72259";"00412242";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.0";"";"5.4";"";"5.9";"";"5.7";"";"5.0";"";"4.7";"";"4.3";"";"4.0";"";"4.2";"";"4.4";"";"4.8";"";"5.0";"";"4.9";"";"4.9";""
"UNITED STATES OF AMERICA";"SAN ANGELO/MATHIS, TX";"72263";"00417943";"1962-1990";"";"Mean of 3-Hourly Observations";"m/sec";"4.8";"";"5.2";"";"5.9";"";"5.6";"";"5.2";"";"5.1";"";"4.6";"";"4.4";"";"4.3";"";"4.4";"";"4.7";"";"4.7";"";"4.9";"";"4.9";""
"UNITED STATES OF AMERICA";"MIDLAND/WSO AP TX";"72265";"00415890";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.0";"";"5.6";"";"6.3";"";"6.3";"";"6.1";"";"6.0";"";"5.3";"";"4.9";"";"5.0";"";"4.9";"";"5.0";"";"4.9";"";"5.4";"";"5.4";""
"UNITED STATES OF AMERICA";"ABILENE/MUNICIPAL ARPT TX";"72266";"00410016";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.5";"";"5.8";"";"6.5";"";"6.4";"";"6.1";"";"5.8";"";"5.1";"";"4.8";"";"4.8";"";"5.1";"";"5.5";"";"5.4";"";"5.6";"";"5.6";""
"UNITED STATES OF AMERICA";"LUBBOCK/REGIONAL ARPT TX";"72267";"00415411";"1962-1990";"";"Mean of 3-Hourly Observations";"m/sec";"5.4";"";"5.8";"";"6.5";"";"6.5";"";"6.3";"";"5.9";"";"4.9";"";"4.4";"";"4.6";"";"4.9";"";"5.0";"";"5.1";"";"5.5";"";"5.4";""
"UNITED STATES OF AMERICA";"ROSWELL/INDUSTRIAL AIR PARK NM";"72268";"00297610";"1973-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.8";"";"4.2";"";"4.9";"";"4.9";"";"4.7";"";"4.5";"";"4.1";"";"3.8";"";"3.8";"";"3.8";"";"3.8";"";"3.7";"";"4.2";"";"4.2";""
"UNITED STATES OF AMERICA";"EL PASO/INT'L ARPT TX";"72270";"00412797";"1962-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.3";"";"3.7";"";"4.5";"";"4.6";"";"4.3";"";"3.8";"";"3.4";"";"3.1";"";"3.1";"";"3.0";"";"3.2";"";"3.2";"";"3.6";"";"3.6";""
"UNITED STATES OF AMERICA";"TUCSON/INT'L ARPT AZ";"72274";"00028820";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.9";"";"4.1";"";"4.3";"";"4.5";"";"4.4";"";"4.3";"";"4.2";"";"4.0";"";"4.2";"";"4.1";"";"4.0";"";"3.9";"";"4.2";"";"4.2";""
"UNITED STATES OF AMERICA";"PHOENIX/SKY HARBOR INTL, AZ";"72278";"00026481";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"2.7";"";"3.0";"";"3.3";"";"3.5";"";"3.6";"";"3.4";"";"3.6";"";"3.4";"";"3.2";"";"2.9";"";"2.7";"";"2.6";"";"3.2";"";"3.2";""
"UNITED STATES OF AMERICA";"YUMA/INT'L ARPT AZ";"72280";"00029660";"1961-1979";"";"Mean of 3-Hourly Observations";"m/sec";"3.6";"";"3.6";"";"3.8";"";"3.9";"";"3.9";"";"4.0";"";"4.5";"";"4.2";"";"3.7";"";"3.2";"";"3.3";"";"3.5";"";"3.8";"";"3.8";""
"UNITED STATES OF AMERICA";"SAN DIEGO/LINDBERGH FIELD CA";"72290";"00047740";"1961-1990";"";"Mean of 3-Hourly Observations";"m/sec";"3.1";"";"3.5";"";"4.0";"";"4.2";"";"4.2";"";"4.1";"";"4.0";"";"4.0";"";"3.9";"";"3.6";"";"3.2";"";"3.0";"";"3.7";"";"3.7";""
